"Data File","Setup Time","Position","Plate Type","Strain Type","Sample Number","Strain Name","Strain Number","Other","Hour","A01","A02","A03","A04","A05","A06","A07","A08","A09","A10","A11","A12","B01","B02","B03","B04","B05","B06","B07","B08","B09","B10","B11","B12","C01","C02","C03","C04","C05","C06","C07","C08","C09","C10","C11","C12","D01","D02","D03","D04","D05","D06","D07","D08","D09","D10","D11","D12","E01","E02","E03","E04","E05","E06","E07","E08","E09","E10","E11","E12","F01","F02","F03","F04","F05","F06","F07","F08","F09","F10","F11","F12","G01","G02","G03","G04","G05","G06","G07","G08","G09","G10","G11","G12","H01","H02","H03","H04","H05","H06","H07","H08","H09","H10","H11","H12"
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",45.50,54.00,41.00,42.00,41.00,39.00,248.00,20.00,30.00,52.00,44.00,39.00,82.00,275.00,181.00,14.00,25.00,58.00,24.00,22.00,22.00,45.00,18.00,22.00,231.00,45.00,23.00,26.00,30.00,31.00,26.00,218.00,16.00,246.00,31.00,25.00,49.00,302.00,19.00,25.00,242.00,19.00,38.00,25.00,18.00,15.00,16.00,13.00,28.00,42.00,27.00,16.00,17.00,241.00,11.00,15.00,16.00,135.00,11.00,11.00,157.00,276.00,18.00,230.00,16.00,20.00,15.00,18.00,11.00,25.00,38.00,19.00,24.00,26.00,41.00,16.00,16.00,19.00,11.00,11.00,17.00,13.00,13.00,21.00,26.00,36.00,28.00,23.00,19.00,13.00,16.00,14.00,15.00,220.00,13.00,32.00,31.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",45.75,52.00,40.00,42.00,39.00,38.00,248.00,20.00,30.00,49.00,45.00,37.00,80.00,276.00,176.00,16.00,28.00,57.00,22.00,21.00,21.00,45.00,18.00,22.00,230.00,44.00,23.00,25.00,31.00,30.00,29.00,217.00,14.00,245.00,28.00,25.00,47.00,302.00,20.00,23.00,244.00,20.00,34.00,26.00,18.00,16.00,16.00,15.00,29.00,40.00,27.00,17.00,17.00,239.00,11.00,14.00,16.00,132.00,11.00,11.00,157.00,276.00,19.00,231.00,16.00,20.00,15.00,17.00,13.00,24.00,37.00,21.00,24.00,25.00,38.00,17.00,16.00,19.00,11.00,11.00,19.00,12.00,13.00,20.00,25.00,37.00,29.00,22.00,20.00,13.00,13.00,12.00,14.00,221.00,14.00,34.00,32.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",46.00,57.00,48.00,46.00,42.00,42.00,254.00,21.00,33.00,52.00,45.00,38.00,84.00,279.00,186.00,19.00,28.00,64.00,24.00,25.00,23.00,49.00,20.00,23.00,232.00,52.00,27.00,31.00,35.00,35.00,30.00,221.00,17.00,246.00,31.00,26.00,48.00,305.00,24.00,30.00,246.00,25.00,41.00,30.00,22.00,17.00,15.00,14.00,28.00,46.00,32.00,20.00,20.00,245.00,12.00,16.00,18.00,136.00,11.00,11.00,162.00,277.00,22.00,235.00,19.00,22.00,18.00,18.00,14.00,24.00,36.00,20.00,23.00,31.00,46.00,18.00,18.00,20.00,11.00,13.00,19.00,15.00,13.00,21.00,26.00,41.00,34.00,28.00,24.00,16.00,17.00,13.00,15.00,217.00,13.00,31.00,32.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",46.25,56.00,44.00,45.00,44.00,42.00,254.00,25.00,35.00,53.00,47.00,41.00,85.00,278.00,183.00,20.00,28.00,64.00,25.00,26.00,27.00,49.00,21.00,23.00,232.00,49.00,25.00,32.00,32.00,34.00,30.00,222.00,17.00,247.00,31.00,28.00,51.00,303.00,23.00,28.00,246.00,25.00,42.00,30.00,23.00,19.00,18.00,18.00,32.00,44.00,32.00,20.00,21.00,246.00,14.00,17.00,20.00,137.00,11.00,11.00,165.00,278.00,23.00,236.00,19.00,23.00,17.00,21.00,15.00,28.00,42.00,23.00,26.00,31.00,43.00,19.00,16.00,20.00,12.00,13.00,19.00,15.00,15.00,23.00,28.00,39.00,31.00,27.00,23.00,16.00,17.00,15.00,17.00,220.00,18.00,35.00,33.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",46.50,50.00,40.00,39.00,39.00,38.00,247.00,19.00,28.00,48.00,41.00,37.00,81.00,273.00,174.00,12.00,26.00,56.00,21.00,20.00,20.00,41.00,17.00,20.00,230.00,42.00,19.00,23.00,26.00,29.00,26.00,216.00,12.00,244.00,28.00,22.00,45.00,299.00,16.00,22.00,245.00,18.00,35.00,23.00,17.00,13.00,14.00,11.00,25.00,40.00,25.00,16.00,14.00,237.00,11.00,12.00,15.00,135.00,11.00,11.00,162.00,273.00,18.00,233.00,14.00,17.00,12.00,16.00,11.00,23.00,34.00,18.00,22.00,25.00,38.00,14.00,15.00,15.00,11.00,11.00,16.00,12.00,12.00,19.00,24.00,32.00,27.00,22.00,17.00,11.00,13.00,12.00,13.00,222.00,11.00,31.00,29.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",46.75,52.00,40.00,43.00,39.00,38.00,248.00,20.00,27.00,49.00,44.00,39.00,81.00,274.00,176.00,14.00,25.00,57.00,21.00,22.00,20.00,45.00,18.00,22.00,233.00,41.00,20.00,24.00,28.00,29.00,27.00,216.00,15.00,244.00,29.00,25.00,46.00,300.00,18.00,23.00,247.00,19.00,35.00,23.00,20.00,18.00,14.00,15.00,29.00,41.00,27.00,17.00,16.00,237.00,11.00,14.00,17.00,137.00,11.00,11.00,166.00,276.00,20.00,234.00,16.00,21.00,14.00,16.00,13.00,25.00,38.00,18.00,26.00,28.00,41.00,14.00,16.00,18.00,11.00,12.00,19.00,14.00,14.00,21.00,25.00,37.00,28.00,22.00,20.00,13.00,14.00,14.00,14.00,223.00,14.00,32.00,32.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",47.00,54.00,43.00,43.00,40.00,40.00,251.00,19.00,29.00,48.00,42.00,37.00,80.00,277.00,181.00,15.00,26.00,58.00,23.00,22.00,21.00,46.00,17.00,20.00,228.00,44.00,23.00,28.00,30.00,31.00,26.00,220.00,14.00,246.00,28.00,24.00,44.00,302.00,23.00,27.00,255.00,20.00,39.00,25.00,19.00,16.00,16.00,13.00,28.00,43.00,32.00,20.00,18.00,243.00,11.00,14.00,17.00,135.00,11.00,11.00,170.00,277.00,24.00,238.00,20.00,22.00,15.00,16.00,11.00,26.00,36.00,16.00,24.00,31.00,45.00,18.00,20.00,21.00,11.00,11.00,17.00,13.00,13.00,21.00,24.00,40.00,33.00,26.00,25.00,17.00,15.00,13.00,15.00,219.00,12.00,28.00,32.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",47.25,50.00,40.00,43.00,37.00,38.00,248.00,20.00,31.00,50.00,45.00,38.00,83.00,275.00,176.00,13.00,26.00,58.00,22.00,21.00,21.00,47.00,18.00,20.00,234.00,42.00,20.00,24.00,28.00,29.00,26.00,217.00,14.00,244.00,30.00,25.00,47.00,300.00,17.00,23.00,248.00,22.00,36.00,23.00,18.00,17.00,16.00,13.00,27.00,39.00,27.00,18.00,15.00,238.00,11.00,12.00,15.00,136.00,11.00,11.00,171.00,276.00,18.00,235.00,18.00,19.00,14.00,16.00,11.00,23.00,36.00,19.00,24.00,25.00,37.00,15.00,15.00,18.00,11.00,11.00,18.00,13.00,12.00,21.00,25.00,36.00,28.00,21.00,19.00,12.00,12.00,13.00,13.00,223.00,13.00,33.00,33.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",47.50,52.00,43.00,45.00,41.00,42.00,250.00,21.00,31.00,51.00,44.00,40.00,82.00,277.00,181.00,16.00,27.00,61.00,24.00,22.00,24.00,48.00,18.00,22.00,233.00,47.00,23.00,27.00,31.00,30.00,30.00,221.00,15.00,246.00,30.00,24.00,49.00,303.00,20.00,26.00,251.00,21.00,40.00,25.00,21.00,17.00,18.00,14.00,29.00,42.00,30.00,20.00,17.00,242.00,12.00,12.00,17.00,137.00,11.00,11.00,174.00,278.00,20.00,239.00,18.00,22.00,14.00,19.00,13.00,25.00,39.00,21.00,26.00,29.00,42.00,16.00,15.00,20.00,11.00,11.00,19.00,13.00,13.00,24.00,26.00,38.00,32.00,25.00,23.00,15.00,17.00,13.00,15.00,223.00,15.00,35.00,34.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",47.75,48.00,37.00,40.00,37.00,34.00,246.00,19.00,30.00,49.00,42.00,38.00,79.00,274.00,173.00,12.00,22.00,55.00,20.00,19.00,20.00,43.00,16.00,21.00,232.00,40.00,19.00,24.00,26.00,28.00,25.00,214.00,12.00,243.00,28.00,22.00,46.00,298.00,18.00,20.00,248.00,16.00,35.00,20.00,16.00,13.00,14.00,11.00,28.00,38.00,24.00,13.00,12.00,236.00,11.00,11.00,12.00,134.00,11.00,11.00,171.00,278.00,17.00,237.00,15.00,18.00,11.00,14.00,11.00,22.00,36.00,19.00,22.00,25.00,35.00,13.00,16.00,17.00,11.00,11.00,16.00,11.00,12.00,21.00,24.00,35.00,26.00,20.00,17.00,11.00,13.00,11.00,14.00,225.00,12.00,34.00,31.00
